time_window_days,domain,model,seed,metric,value,crime_group,date_bucket,slice
3,nibrs,random_forest,2,f1,0.9173333333333333,,2024-02,temporal
3,nibrs,random_forest,2,f1,0.9340369393139841,,2024-03,temporal
3,nibrs,random_forest,2,f1,0.910025706940874,,2024-04,temporal
3,nibrs,random_forest,2,f1,0.9456264775413711,,2024-05,temporal
3,nibrs,random_forest,2,f1,0.9289617486338798,,2024-06,temporal
3,nibrs,random_forest,2,f1,0.9124668435013262,,2024-07,temporal
3,nibrs,random_forest,2,f1,0.925531914893617,,2024-08,temporal
3,nibrs,random_forest,2,f1,0.9337016574585635,,2024-09,temporal
3,nibrs,random_forest,2,f1,0.923076923076923,,2024-10,temporal
3,nibrs,random_forest,2,f1,0.9285714285714285,,2024-11,temporal
3,nibrs,random_forest,2,f1,0.9383561643835617,,2024-12,temporal
3,chicago_2025,baseline_persistence,0,auc,0.5990754066154971,,,neighbor_overall
3,chicago_2025,baseline_persistence,0,f1,0.3526946107784431,,,neighbor_overall
3,chicago_2025,baseline_persistence,0,recall,0.2152777777777778,,,neighbor_overall
3,chicago_2025,baseline_persistence,0,precision,0.9751655629139073,,,neighbor_overall
3,chicago_2025,logistic_regression,0,auc,0.6013968841374269,,,neighbor_overall
3,chicago_2025,logistic_regression,0,f1,0.47022985322625305,,,neighbor_overall
3,chicago_2025,logistic_regression,0,recall,0.31030701754385964,,,neighbor_overall
3,chicago_2025,logistic_regression,0,precision,0.9702857142857143,,,neighbor_overall
3,chicago_2025,lstm,0,auc,0.52057443957115,,,neighbor_overall
3,chicago_2025,lstm,0,f1,0.39115250291036086,,,neighbor_overall
3,chicago_2025,lstm,0,recall,0.24561403508771928,,,neighbor_overall
3,chicago_2025,lstm,0,precision,0.96,,,neighbor_overall
3,chicago_2025,random_forest,0,auc,0.5561180783991229,,,neighbor_overall
3,chicago_2025,random_forest,0,f1,0.3339404978749241,,,neighbor_overall
3,chicago_2025,random_forest,0,recall,0.2010233918128655,,,neighbor_overall
3,chicago_2025,random_forest,0,precision,0.985663082437276,,,neighbor_overall
3,nibrs,baseline_persistence,0,auc,,,,neighbor_overall
3,nibrs,baseline_persistence,0,f1,0.04518772406728913,,,neighbor_overall
3,nibrs,baseline_persistence,0,recall,0.023116145025091194,,,neighbor_overall
3,nibrs,baseline_persistence,0,precision,1.0,,,neighbor_overall
3,nibrs,logistic_regression,0,auc,,,,neighbor_overall
3,nibrs,logistic_regression,0,f1,0.013074250933517537,,,neighbor_overall
3,nibrs,logistic_regression,0,recall,0.006580140671920031,,,neighbor_overall
3,nibrs,logistic_regression,0,precision,1.0,,,neighbor_overall
3,nibrs,lstm,0,auc,,,,neighbor_overall
3,nibrs,lstm,0,f1,0.009527343475775475,,,neighbor_overall
3,nibrs,lstm,0,recall,0.00478647292367843,,,neighbor_overall
3,nibrs,lstm,0,precision,1.0,,,neighbor_overall
3,nibrs,random_forest,0,auc,,,,neighbor_overall
3,nibrs,random_forest,0,f1,0.04146478650864919,,,neighbor_overall
3,nibrs,random_forest,0,recall,0.02117132550031238,,,neighbor_overall
3,nibrs,random_forest,0,precision,1.0,,,neighbor_overall
3,chicago_2025,baseline_persistence,1,auc,0.5990754066154971,,,neighbor_overall
3,chicago_2025,baseline_persistence,1,f1,0.3526946107784431,,,neighbor_overall
3,chicago_2025,baseline_persistence,1,recall,0.2152777777777778,,,neighbor_overall
3,chicago_2025,baseline_persistence,1,precision,0.9751655629139073,,,neighbor_overall
3,chicago_2025,logistic_regression,1,auc,0.5990592257553606,,,neighbor_overall
3,chicago_2025,logistic_regression,1,f1,0.46397774687065374,,,neighbor_overall
3,chicago_2025,logistic_regression,1,recall,0.3048245614035088,,,neighbor_overall
3,chicago_2025,logistic_regression,1,precision,0.9708963911525029,,,neighbor_overall
3,chicago_2025,lstm,1,auc,0.5630368238304093,,,neighbor_overall
3,chicago_2025,lstm,1,f1,0.3726817780394466,,,neighbor_overall
3,chicago_2025,lstm,1,recall,0.23135964912280702,,,neighbor_overall
3,chicago_2025,lstm,1,precision,0.9576399394856279,,,neighbor_overall
3,chicago_2025,random_forest,1,auc,0.5581930357577973,,,neighbor_overall
3,chicago_2025,random_forest,1,f1,0.344099003923936,,,neighbor_overall
3,chicago_2025,random_forest,1,recall,0.20833333333333334,,,neighbor_overall
3,chicago_2025,random_forest,1,precision,0.9878682842287695,,,neighbor_overall
3,nibrs,baseline_persistence,1,auc,,,,neighbor_overall
3,nibrs,baseline_persistence,1,f1,0.04518772406728913,,,neighbor_overall
3,nibrs,baseline_persistence,1,recall,0.023116145025091194,,,neighbor_overall
3,nibrs,baseline_persistence,1,precision,1.0,,,neighbor_overall
3,nibrs,logistic_regression,1,auc,,,,neighbor_overall
3,nibrs,logistic_regression,1,f1,0.012099116604234692,,,neighbor_overall
3,nibrs,logistic_regression,1,recall,0.006086378201898467,,,neighbor_overall
3,nibrs,logistic_regression,1,precision,1.0,,,neighbor_overall
3,nibrs,lstm,1,auc,,,,neighbor_overall
3,nibrs,lstm,1,f1,0.023147410358565736,,,neighbor_overall
3,nibrs,lstm,1,recall,0.01170922428908281,,,neighbor_overall
3,nibrs,lstm,1,precision,1.0,,,neighbor_overall
3,nibrs,random_forest,1,auc,,,,neighbor_overall
3,nibrs,random_forest,1,f1,0.04146478650864919,,,neighbor_overall
3,nibrs,random_forest,1,recall,0.02117132550031238,,,neighbor_overall
3,nibrs,random_forest,1,precision,1.0,,,neighbor_overall
3,chicago_2025,baseline_persistence,2,auc,0.5990754066154971,,,neighbor_overall
3,chicago_2025,baseline_persistence,2,f1,0.3526946107784431,,,neighbor_overall
3,chicago_2025,baseline_persistence,2,recall,0.2152777777777778,,,neighbor_overall
3,chicago_2025,baseline_persistence,2,precision,0.9751655629139073,,,neighbor_overall
3,chicago_2025,logistic_regression,2,auc,0.601094206871345,,,neighbor_overall
3,chicago_2025,logistic_regression,2,f1,0.445945945945946,,,neighbor_overall
3,chicago_2025,logistic_regression,2,recall,0.2894736842105263,,,neighbor_overall
3,chicago_2025,logistic_regression,2,precision,0.9705882352941176,,,neighbor_overall
3,chicago_2025,lstm,2,auc,0.5848429124025342,,,neighbor_overall
3,chicago_2025,lstm,2,f1,0.39941944847605226,,,neighbor_overall
3,chicago_2025,lstm,2,recall,0.25146198830409355,,,neighbor_overall
3,chicago_2025,lstm,2,precision,0.9703808180535967,,,neighbor_overall
3,chicago_2025,random_forest,2,auc,0.5618013675682261,,,neighbor_overall
3,chicago_2025,random_forest,2,f1,0.3350531107738998,,,neighbor_overall
3,chicago_2025,random_forest,2,recall,0.20175438596491227,,,neighbor_overall
3,chicago_2025,random_forest,2,precision,0.9874776386404294,,,neighbor_overall
3,nibrs,baseline_persistence,2,auc,,,,neighbor_overall
3,nibrs,baseline_persistence,2,f1,0.04518772406728913,,,neighbor_overall
3,nibrs,baseline_persistence,2,recall,0.023116145025091194,,,neighbor_overall
3,nibrs,baseline_persistence,2,precision,1.0,,,neighbor_overall
3,nibrs,logistic_regression,2,auc,,,,neighbor_overall
3,nibrs,logistic_regression,2,f1,0.00974690144799647,,,neighbor_overall
3,nibrs,logistic_regression,2,recall,0.00489731755980572,,,neighbor_overall
3,nibrs,logistic_regression,2,precision,1.0,,,neighbor_overall
3,nibrs,lstm,2,auc,,,,neighbor_overall
3,nibrs,lstm,2,f1,0.007028959312366952,,,neighbor_overall
3,nibrs,lstm,2,recall,0.0035268747858683168,,,neighbor_overall
3,nibrs,lstm,2,precision,1.0,,,neighbor_overall
3,nibrs,random_forest,2,auc,,,,neighbor_overall
3,nibrs,random_forest,2,f1,0.040556016269794264,,,neighbor_overall
3,nibrs,random_forest,2,recall,0.02069771660049578,,,neighbor_overall
3,nibrs,random_forest,2,precision,1.0,,,neighbor_overall
